Адрес заведения;Описание заведения;Ccылка на фото
ул. Адмирала Черокова 18, к.2;1/2 of you — кальянная с полноценным меню на улице Адмирала Черокова. Сеть заведений работает в Петербурге уже более 6 лет, и это первое заведение в «Балтийской жемчужине». У нас играют в настольные игры, отдыхают и общаются друг с другом и наслаждаются огромным выбором блюд и коктейлей. В меню 1/2 of you мы сделали акцент на популярные позиции азиатской кухни. Варим пряный том ям и легкий мисо суп, крутим роллы и спринг-роллы, жарим креветки в кляре темпура, готовим лапшу на воке. В обширном списке блюд не забыли и про хитовые рамены. По части напитков в кальянной 1/2 of you сфокусировались на коктейлях. В лаконичной барной карте можно найти дюжину привычных сочетаний вроде «Маргариты», «Мохито» или «Негрони». Из фирменных миксов рекомендуем попробовать освежающий MattPear, тики-коктейль и классических сауэр PineTiki Sour или бодрящий MJ 2.0 с базиликом и бузиной. Список напитков продолжает разливное и бутылочное пиво: от плотного темного стаута и IPA до яблочного сидра и вишневого крика. К пиву подаем закуски: мясные чипсы, сырные палочки, креветки в соусе том ям и солодовые гренки с сыром. В подборке вин собрали преимущественно итальянские этикетки.Особое внимание в 1/2 of you уделили бестабачным паровым коктейлям: подготовили шесть фирменных сочетаний от 1200 рублей. Завариваем на классических и фруктовых чашах вроде спелого ананаса, добавляем в колбу вино или цитрусовые миксы. В пару наливаем чай: премиальный красный «Да Цзинь Чжэнь» из китайской провинции Юннань, трендовую японскую матчу и тайваньский высокогорный улун «Алишань Габа».Текст предоставлен заведением
Кожевенная линия 34;Takadaya — японский бар в пространстве «Севкабель» на Кожевенной линии. Здесь миксуют авторские коктейли, в том числе на основе японского алкоголя, рассказывают об истории сакэ как традиционного напитка и подают закуски, приготовленные методом ферментации. Бар «Такадая» открыли Кадзу Кидзима, амбасcадор японской кухни, владелец проекта Fukuoni (производство изделий для рамена, удона и гёдза), и Юта Инагаки, победитель международных коктейльных турниров в Гонконге и Великобритании, владелец известного бара Butler в Москве. Гости бара могут познакомиться с культурой сакэ, узнать историю напитка и по-настоящему прочувствовать его вкус. Здесь можно попробовать сразу несколько видов в формате дегустаций и оценить напиток с точки зрения фудпейринга — сочетания с кухней. Основу барной карты бара «Такадая» составили классические и авторские коктейли, в том числе на основе сакэ от бартендера Юта Инагаки. Например, смешивают Sake Martini на основе сакэ, фруктового ликера и джина.В пару к коктейлям команда бара во главе с бренд-шефом готовит блюда, используя нетривиальные методы. Главной фишкой стал национальный продукт кодзи — специальная культура для ферментации. Именно он является основой мисо пасты, соевого соуса и, собственно, самого сакэ. Благодаря кодзи, вкус и аромат блюд становится глубже и насыщеннее. Пространство бара дополнили деталями в японском стиле. Уютный  зал украшают укиё-э — гравюрные оттиски с изображениями японской природы, борцов сумо и гейш. Гости могут приобрести картины из бара для личной коллекции. Текст предоставлен заведением
ул. Воронежская 67;Ресторан русской кухни по историческим рецептам при отеле Happy Inn. В нашем ресторане можно позавтракать, пообщаться с коллегами и друзьями за деловым обедом, заказать блюда  по а-ля карт и провести банкет или корпоративную вечеринку.   В ресторане «Ленинград Парадная Трапеза» готовят и подают блюда, которые любили есть известные жители дореволюционного Петербурга и советского Ленинграда.Любимая еда Михаила Ломоносова — семга соленая, треска жареная, щи наваристые, каши и говядина припускная. Щи «Похмельные» подаем со стопкой водки, а щи «Богатые» — с блинами.Кшесинская любила есть легкие булочки, а диета по сбросу веса легендарной фаворитки Дома Романовых состояла из ананасов и красной икры. Булочки «Кшесинская» вы можете заказать в нашем ресторане.Во время гастролей у Федора Шаляпина возникли проблемы с зубами. Твердая пища в этот период ему была противопоказана. В местном ресторане Imperial он попросил приготовить ему мясное блюдо так, чтобы сберечь зубы. Мясо оказалось сочным и мягким. В дальнейшем Шаляпин заказывал его во время всех гастролей и дал стейку свое имя. В нашем ресторане вы можете заказать стейк «Шаляпин».Фаина Раневская была знатным гурманом. Она не терпела диет, устраивала умопомрачительные застолья, о которых написано во множествах воспоминаний и биографий. Но последние годы жизни Раневская была вегетарианкой. В нашем ресторане можно заказать и съесть картофельную котлету с черносливом «Раневская».Готовим блинчики Арины Родионовны, которые она пекла для Пушкина, знаменитые ленинградские пышки и шоколадную колбасу. Владимир Путин по утрам ест каши, творог и мед. Если есть выбор между мясом и рыбой, предпочтет рыбу, а из мяса любит баранину. К сладкому, в общем, равнодушен, не считая мороженого. Каши, блюда из рыбы и творог всегда есть в нашем меню.Наш ресторан станет идеальной площадкой для проведения праздника. В банкетном зале может комфортно разместиться от 20 до 42 гостей. Вы можете принести напитки с собой с символическим пробковым сбором. Наши кондитеры приготовят свадебный торт, который мы подаем с фейерверком, и испекут каравай для молодоженов. Мы сотрудничаем с декораторами и артистами, которые сделают ваш праздник запоминающимся. При заказе банкетного меню от 100 000 рублей, дарим номер люкс в отеле, а от 80 000 — торт в подарок. Если вы хотите продолжить свой отдых после веселой вечеринки, можно снять номер в гостинице.Текст предоставлен заведением
Малый проспект П.С. 54-56;Bottle Shock — это диснейленд для взрослых, конвейер винных приключений и красная комната Кристиана Грея, если бы фильм был снят про виноделие.Если в этом городе и есть те, кто говорит о винах правду без контрактов и предрассудков, то это винотеки и винный бар «Ботл Шок».Мы независимы и выбираем вина не за «откат», а по любви (причем всей командой). Поучаствовать в отборе может любой желающий по четвергам в 9:30 утра за смешные 700р., но места ограничены (5 штук).В «Винной» для нас важно, чтоб гость кайфанул от вина, поэтому мы будем подбирать его очень трепетно, и всегда готовы налить глоток на пробу, если человек сомневается в выборе.В «Ботл Шок» приятные цены и большая карта по бокалам, которую мы планируем расширять с каждым месяцем. При этом всю нашу карту можно попробовать на дегустациях.А если вам уже все это поднадоело, то приходите на винные игрища. Тут вино не главное, но основное, плюс азарт, веселье и тёплая компания.Хорошее вино не мыслимо без подходящих бокалов, поэтому у нас не только правильные по форме бокалы, но и с тонкой, изящной ножкой.В будущем вводим винные закуски, а также сеты с устрицами по выходным и, конечно, особые новогодние темы вроде сабража. Так что, приходите знакомиться и бронировать удобные даты!Текст предоставлен заведением
Мурманское шоссе 12 км. 1;"
                Седьмая по счету чайхана «Чабрец» в «Меге Дыбенко» от ресторанной группы CHE Group — это идеальное место для отдыха всей семьей.
Ресторан условно поделен на две зоны. Первая зона — это основной зал, где расположилась открытая кухня, огороженная банкетная зона и сцена с большим мультимедийным экраном для вечерних шоу-программ. Вторая — это стеклянный «атриум» с видом на внутренний двор с фонтаном, летней плетеной мебелью из ротанга и обилием живых растений. Рядом с атриумом расположена полностью обустроенная игровая детская комната внушительных размеров, где ежедневно работает няня. 
В основном меню — блюда восточной кухни. Подают плов с ягненком, хачапури и самсу, манты, шашлыки, кебаб и шаверму. Есть раздел с японскими блюдами, куда входят роллы и поке, и русскими (бефстроганов, пельмени, котлеты). В барную карту включены фирменные коктейли, лимонады, домашние настойки и вино.
По будням с 12:00 до 16:00 в ресторане действует обеденное меню, а по выходным подают поздние завтраки, которые действуют с открытия и до 14:00. 
В отличие от других «Чабрецов», этот проект получился более сдержанным в своих красках, но при этом нарядным и стильным. Продумывая концепцию, дизайнеры вдохновлялись желанием создать ощущение восточной базарной площади, поэтому лаконичный современный интерьер залов дополняют множество разных текстур, принтов и орнаментов, характерных для восточной стилистики.
 
                     
    Текст предоставлен заведением"
пр. Невский 20;Ресторан Beer House на Невском вобрал в себя все самое лучшее, что есть в пивных барах города. Широкая барная карта, европейская кухня, небольшой дух бунтарства (в полной мере соответствующий девизу заведений «Жизнь без галстуков») и дружеская атмосфера – вот то, за что любят нас гости.В первую очередь к нам приходят за кружкой-другой пива. Барная карта включает более 40 сортов разливного и бутылочного пива из Великобритании, Германии, Чехии, Бельгии, России и других стран. В списке позиций — классический немецкий светлый лагер, английский плотный черный портер с ароматом кофейных зерен и дыма и известный бельгийский вишневый эль. Помимо популярных производителей, в нашем богатом арсенале — крафтовое пиво и безалкогольное. Еще у нас есть легендарный Kwak! Его мы разливаем в особые полуторалитровые бокалы с шарообразной нижней частью. Определиться с выбором будет непросто, но опытные бармены всегда готовы прийти на помощь и подобрать тот самый сорт, идеально подходящий вам. Кроме того, в барной карте внушительная подборка крепкого алкоголя и авторских коктейлей, которые оценят девушки.Наша кухня построена по принципу фудпейринга: все позиции являются отличной парой к пиву. В меню Beer House мы собрали популярные немецкие, бельгийские, американские и русские блюда с креативными названиями. Ароматные наваристые супы, колбасы, мидии, фирменные бургеры — все это можно попробовать у нас. Особый акцент сделан на закусках к пиву: наряду с привычными гренками и кольцами кальмаров подаем вяленную на берегу Белого моря камбалу, горбушу, оленину, бастурму. В баре на Комендантском есть итальянское меню. Кроме паст, которые представлены во всех Beer House, гости могут попробовать пиццу на тонком тесте — «4 сыра», с лососем, BBQ, с колбасками — на любой вкус! Идеальны к бокалу вина или пенному.Гордость ресторана — вкусные и сочные стейки, как классические (из толстого края, рибай), так и альтернативные – скерт и фланк. Скерт — это уникальная и редкая мышца для стейков. Отруб пронизан мраморными прослойками жира, благодаря чему имеет богатый вкус и сочную текстуру. Особенность в том, что приготовить скерт из-за небольшой толщины достаточно непросто. Но повара Beer House знают все кулинарные секреты и радуют гостей нежнейшим мясом.Главное развлечение гостей в Beer House — спортивные трансляции. Их у нас смотрят шумно и эмоционально. Настроение гостям задают разнообразные игры и квизы и, конечно, концерты живой музыки — от акустических баллад до каверов мировых рок-хитов!Текст предоставлен заведением
ул. Пестеля 1/12;Европейский ресторан на улице Пестеля. Яркий интерьер, обширная коктейльная карта и терраса на крыше — главные фишки L'eclat.Название места переводится с французского как «осколки» и отражает разбившиеся мечты участников декабристского восстания 1825 года. Романтические стремления декабристов были основаны на любви к ближнему и вере в просвещение — эти идеалы команда L’eclat вложила в концепцию заведения: начиная концепцией интерьера и заканчивая продуманным меню.Отдельного внимания заслуживает интерьер: он знакомит гостей с историей легендарного движения и погружает их в атмосферу XIX века, делая их участниками событий. По задумке авторов дизайн-проекта — основателей московского бюро Only Design Прохора Машукова и Ольги Седовой — зал концептуально разделен на две части. Первая, выполненная в изумрудно-зеленом цвете с характерными золотыми деталями, изображает императорский вагон, в котором засыпает декабрист. Его сновидения — вторая часть ресторана — оформлены в нежно-розовых цветах со множеством арочных проемов, где видны мечты спящего героя о будущем, которым не суждено стать явью.Исторические аллюзии в концепции L’eclat распространяются и на меню: декабристы во многом полагались на опыт французских революционеров, заимствуя их образ жизни и идеи. В меню ресторана шеф-повар Кирилл Зотов (Wine Gogh, Dvor Kulturi, Department 57) отдает дань уважения французским и русским кулинарным традициям.Карту напитков разработал бартендер Василий Марков (Twins Garden, GODS, Made in China). Рецепты коктейлей ставят в один ряд традиционные напитки и кордиалы на основе культур, которые ссыльные декабристы в XIX веке завезли в Сибирь. Коктейли названы в честь непосредственных участников восстания и их идей.В летний сезон на крыше Obolensky Hotel, в котором расположился ресторан, открыта терраса с панорамным видом на Петербург. Гостям предлагают закуски в стиле фингер фуд: риет из скумбрии с имбирным яблоком подают на ржаном тосте, тако готовят со страчателлой, а крем из баклажанов с перцем рамиро и джемом из томатов идет в тандеме с домашним тартином и сальсой из мяты и кинзы.  Текст предоставлен заведением
Литейный пр. 57;El Chapo Grande — третий (и второй в Петербурге) проект мексиканской сети El Chapo по соседству с «Подписными изданиями». Проект открывает не изменившаяся с первого заведения питерская команда. Новизну концепции рестораторы для себя объясняют поиском нового потолка. К имени самого известного наркобарона добавилась приставка Grande, призванная подчеркнуть масштаб проекта. Теперь под одной крышей расположился полноценный трехэтажный клуб и бар, где можно потанцевать, и ресторан с дневной посадкой и большим упором на кухню. Проект немного отошел от мексиканской классики, которая представлена в двух других заведениях сети, поэтому El Chapo Grande, скорее, тяготеет к формату файн-дайнинга. Подаем лангустины с ананасами гриль и латиноамериканским соусом чимичурри, жарим премиальный стейк мачете, сервированный картофелем, кукурузой и салатом коул-слоу, запекаем сочные ребра в банановых листьях. Коктейльная карта также получила сильный гастрономический уклон: здесь больше вариаций коктейлей и необычных сочетаний, в основе — импорт из Южной Америки и домашние настойки. Заведение открывается в полдень, поэтому днем здесь можно застать и компании коллег, собравшихся для совместного ланча (до 17:00 в ресторане приятная скидка на все меню), и гедонистов, чей день начинается с бокала игристого или беллини. Вечерами здесь танцуют, по выходным играет живая музыка, а к привычному латино-репертуару добавился джаз. Текст предоставлен заведением
пр. Невский 26;"
                Шотландский сетевой паб на Невском проспекте. Вас порадуют национальные блюда, широкая коллекция крепких напитков и пива, необычный интерьер: раритетная мебель, волынки, килты и традиционные костюмы. 
Blackwood паб гордится своей коллекцией пива. У нас можно попробовать каноничные сорта, популярные в Шотландии: стаут со сладковатыми нотками, светлый эль и лагер. В подборку включены напитки из разных стран: вишневый бельгийский эль, аншисйкий шоколадный портер, ирландский грушевый сидр и бруклинский лагер с карамелью. Фирменные наливки Blackwood готовятся по старинным рецептам и радуют своим разнообразием. Так же есть впечатляющая подборка виски. 
Шеф повар Blackwood следует старинным рецептам, по которым готовили веками.
Пару к напиткам составят сытные блюда из нашего обширного меню. Оценить шотландские традиции можно, начав с сочного хаггиса из баранины, супа каллен с тунцом или фирменного стейка, политого винным соусом. Кроме специалитетов Шотландии, жарим на гриле немецкие, австрийские и швейцарские колбаски, подаем свиные уши и ягненка с овощами. 
В пабе Blackwood можно погрузиться в атмосферу аутентичного паба Эдинбурга. Пространство оформлено шотландской геральдикой и клеткой тартан. Стены украшены шарфами футбольных клубов, а по вечерам мы транслируем на больших мониторах матчи и болеем за любимые команды.                    
    Текст предоставлен заведением"
проспект Пятилеток 2;"
                Сетевой лаунж-бар на проспекте Пятилеток. Здесь объединили три составляющие: достойную кухню, авторские коктейли и паровые коктейли.
Как и другие заведения сети, «Роял смоук» располагает к расслабленному отдыху и веселью с друзьями. Здесь зал с высокими панорамными окнами, два этажа с посадочными местами и вип-комната с караоке. В баре работает отдельный вход с благоустроенной пешеходной зоны, а сам бар расположился в торгово-развлекательном комплексе.
Опытные мастера кальянной Royal Smoke подберут нужный уровень крепости, направление вкуса и комфортную тягу для вас как на чаше из фруктов, так и на классической, предложат необычные добавки для 3D вкуса.
В лаунж-баре полноценное меню, которое составили из популярных блюд Европы и Азии, особенно можно выделить стритфуд. На закуску подаем запеченные суши и тонкие чипсы из пармезана, а среди горячего — несколько вариантов итальянской пасты, рыбный стейк, филе миньон и говяжьи ребра. 
Бармены прошли обучение в профессиональной школе Liga Univer. За баром можно попробовать множество вариантов пива, твисты на классические коктейли и европейские вина. Для гостей собрали достойную коллекцию крепких напитков.
 
Смотрим с гостями спортивные трансляции матчей и болеем за любимые команды. Внутри — 10 плазменных экранов диагональю от 40 до 70 дюймов. Текст предоставлен заведением"
Кирпичный пер. 8;"
                Авторский ресторан от Алексея Мочнова в Кирпичном переулке, где готовят комфортную еду и проводят вечеринки. Меню «Сна» составлено коллаборацией шефов разных направлений: Сергеем Сущенко (московские проекты Muntera и The Charter) и Александром Стахеевым (Sempre, Chado BB и т. д.). Здесь готовят привычную еду на каждый день в авторской интерпретации, которая подходит как для завтрака, так и для ужина. Во «Сне» проводят вечеринки с диджеями и выставки. Дизайном проекта занималось бюро DA, создавшее крутые интерьеры для ресторанов Birch и Cococo Bistro.            "
ул. Большая Зеленина 19;"
                Рыбный ресторан на Большой Зеленина. Автор проекта — Мурад Бердиев, брат шеф-повара Birch, за ним можно наблюдать на открытой кухне. А еще Мурад лично открывает для гостей устриц и украшает их «жемчужинами» из маракуйи. В компактное меню «Порто 19» вошли 4 раздела: закуски, паста и супы, основные блюда, десерты. Советуют попробовать фиш энд чипс, казарече с чернилами каракатицы, осьминогом и кальмаром и пирог с лососем. Наливают вина Старого и Нового Света. Среди наименований можно встретить грузинский киси, американский совиньон блан и греческое оранжевое сухое из сортов родитис и ассиртико.            "
Кожевенная линия 30;"
                Бистро с морепродуктами в культурном пространстве «Брусницын». Идейными вдохновителями проекта стали шеф-повар Олег Перфилов (The Repa, Le Bistro) и Алена Мельникова — соавтор ресторанов Grecco и Mecado del Sol. В меню сделали акцент на блюдах с креветками из разных регионов России, помимо них готовят кордон блю из курицы с сыром и форель с жареными кабачками и мидиями. В «Кревет» подают comfort food на каждый день и бранчи по выходным. Винную карту разработал Евгений Усачев («Винный шкаф», Hamlet + Jacks), взяв за основу представителей небольших винодельческих хозяйств. Заведение заняло площадь 100 квадратных метров с террасой, откуда открывается вид на Финский залив.            "
наб. Адмирала Лазарева 22;"
                Ресторан от одноименной сети кондитерских на набережной Адмирала Лазарева. В основном меню — комфортная еда, приготовленная из локальных фермерских продуктов. Особое внимание уделили raw-позициям и блюдам из овощей. Рекомендуют перец рамиро с копченой грушей и сырным кремом, креветки с арбузной редькой и смородиной, миньон из баклажана с мисо и хумусом. В первой половине дня можно позавтракать шакшушей с щавелем и свекольными драниками с лососем. В «Забыли сахар» подают авторские десерты с пониженным содержанием сахара и глютена. Из напитков предлагают коктейли и кофе собственной обжарки.            "
Морской проспект 29;"
                Кафе от основателя пекарен «Цех 85» на Морском проспекте. За кухню в новом проекте отвечает бренд-шеф Кирилл Шишов (Supramen) и шеф-повар Александр Маслов (Ginza Project). Они разработали меню в стиле фьюжн с большим разделом завтраков. К утренним позициям подают свежеиспеченный хлеб. Здесь готовят самые разные блюда: хумус с домашним тартином, тартар из говядины с муссом из горгонзолы, голубцы с крабом и соусом биск, итальянскую пинцу и котлеты из цесарки. Барная карта сосредоточена на вине, которое подбирала команда виноторговой компании Diletant Wines.            "
ул. Пионерская 32;"
                Ресторан азиатской кухни от известных шеф-поваров на Пионерской улице. Проект открыли: Андрей Красов («Сад»), Никита Рендино (Lucky Izakaya), Роман Грачев (Eva) и Катя Красова. В «Мэд» акцент сделан на понятной и простой еде  — в меню raw bar с блюдами вроде сашими, лепешки, маринованные и ферментированные овощи и гриль. Барную карту составил шеф-бармен Михаил Федотовский (Social Club), где представил коллекцию саке и коктейли, посвященные куклам-дарумам. В интерьере ресторана использовали монументальные материалы: гранит, дерево и цилиндрическую плитку, которую произвели по специальному заказу.            "
ул. 1-я Советская 12;"
                Пышечная на 1-ой Советской. У пышечной небанальный концепт: микс классики со свежим взглядом. Подают пышки с маршмеллоу, соусами из соленой карамели, ягод, молочного и белого шоколада. Помимо главного блюда предлагают мороженое. Из напитков — бочковый кофе, какао, различные вариации чая (пакетированный, листовой, облепиховый), лимонады и молочные коктейли.            "
Невский проспект 26;"
                Бар со специализацией на вине и коктейлях с шикарным видом на Казанский собор. Помимо панорамных окон, «Вин-вин» обустроен старинными люстрами, которые сохранились в здании с XIX века. В основном здесь предлагают красное итальянское и французское вино и классические варианты алкогольных коктейлей типа негрони и апероля.  Из еды подают блюда японской и итальянской кухни: нигири, сашими, роллы и пасту.            "
Конюшенная пл. 2;"
                Караоке-клуб на Конюшенной площади. Ежедневно в «Роял Нева» проводят вечеринки и тематические мероприятия. Здесь гости могут петь любимые песни — клуб оборудован профессиональным звуковым и световым оборудованием. Готовят блюда европейской и азиатской кухни. Из основных блюд — стейки, фирменный бургер, морепродукты на гриле и японские роллы. В барной карте большой выбор крепкого алкоголя, классических и фирменных коктейлей на основе бурбона, джина и рома. В просторном основном зале разместили сцену и светлую кожаную мебель, есть более камерные зоны с большими экранами.            "
ул. Садовая 53;"
                Итальянский ресторан напротив Юсуповского сада. Здесь делают домашную пасту и пекут фирменные лепешки с начинками — пьяды. В меню более десяти вариантов пьяд: с цуккини и баклажанами, миксом сыров и острой колбасой, с моцаррелой и лососем и другие. Пасту лепят двух видов: спагетти и лингвини. Разливают вино по бокалам и наливают домашние лимонады, например, с розмарином. В интерьере использовали эффект состаренности и потертости — старая кирпичная кладка проглядывает сквозь бетонную штукатурку, а стены украшены яркими изображениями.            "
Приморское шоссе 466;Meat Coin Country Club в Комарово объединил в себе все, за что верные поклонники любят мясные рестораны Meat Coin. А еще тут есть морской пейзаж, всесезонная терраса с очагами и светлый интерьер, выполненный из натуральных материалов архитектурным бюро Da Bureau. Все вместе отсылает к атмосфере загородного дома на греческом острове Миконос. Главная фишка заведения: блюда из говядины и баранины. Мясо поставляют из лучших фермерских хозяйств страны. Затем его разделывают, обрабатывают и выдерживают в камерах сухого вызревания не меньше четырех недель. На кухне его превращают в блюда, в которых главным остается вкус премиального мяса, подчеркнутый аутентичными турецкими специями. Карпаччо здесь готовят из огромного листа отбитой говядины, которое уже в зале сворачивают в рулет, приправленный пармезаном и дижонской горчицей. Салат делают с козьим сыром, который жители небольшой турецкой деревни Эрзитджан выдерживают в овечьих шкурах на высоте 2000 метров над уровнем моря. За зрелищную подачу стейков нередко отвечает бренд-шеф Мехмет Чалышкан — его часто можно встретить в зале.Винную и коктейльную карту ресторана представила московская команда под руководством шеф-сомелье Константина Носача. Он объединил напитки от крупных виноделен и небольших семейных хозяйств. В подборке — около 230 наименований. Встречаются вина из выдающихся винодельческих регионов вроде Бургундии и Бордо.Коктейли в ресторане разработали бармены Максим Юркин и Евгений Юшкин. Дуэт делает упор на сезонность — в миксах используют фрукты, ягоды, зелень, овощи и сами готовят из них соки, настойки и кордиалы. Для коктейля Bloody Mary томаты пробивают в собственному соку и смешивают с овощной настойкой, для которой водку настаивают на овощах: сельдерее, болгарском перце и горошке. Всего в барной карте — порядка 20 коктейлей, и каждый из них способен составить пару фирменным блюдам из мяса.Для детей здесь есть просторная игровая комната. Можете смело отдавать туда ребенка — за ним присмотрят. Также можно организовать праздник в VIP-комнате, рассчитанной на 16 человек.Текст предоставлен заведением
